movie_idx,title,user_idx
1355,Angel and the Badman (1947),528
224,Unhook the Stars (1996),529
1375,Paradise Road (1997),529
1343,Welcome To Sarajevo (1997),529
1142,"Boys of St. Vincent, The (1993)",529
1334,Before the Rain (Pred dozhdot) (1994),529
843,Once Were Warriors (1994),529
1093,Talking About Sex (1994),529
756,Mr. Jones (1993),529
1435,Schizopolis (1996),529
1551,B*A*P*S (1997),529
209,Twelve Monkeys (1995),530
546,Breakfast at Tiffany's (1961),530
936,Mr. Smith Goes to Washington (1939),530
305,"Fifth Element, The (1997)",530
70,Old Yeller (1957),530
58,"Boot, Das (1981)",530
1028,"Christmas Carol, A (1938)",530
1024,"Affair to Remember, An (1957)",530
593,"Little Princess, A (1995)",530
803,"Mark of Zorro, The (1940)",530
556,Maverick (1994),531
778,So I Married an Axe Murderer (1993),531
534,Welcome to the Dollhouse (1995),531
619,Jeffrey (1995),531
384,Laura (1944),531
550,Being There (1979),531
728,Mute Witness (1994),531
876,Freeway (1996),531
1258,Cabin Boy (1994),531
1460,To Be or Not to Be (1942),531
612,Wallace & Gromit: The Best of Aardman Animation (1996),532
321,"Princess Bride, The (1987)",532
307,"Blues Brothers, The (1980)",532
32,"Right Stuff, The (1983)",532
697,Ran (1985),532
629,Glory (1989),532
1313,"Wonderful, Horrible Life of Leni Riefenstahl, The (1993)",532
1534,Wild Reeds (1994),532
1239,Faust (1994),532
1535,All Things Fair (1996),532
92,"Adventures of Priscilla, Queen of the Desert, The (1994)",533
333,Shine (1996),533
524,"Misérables, Les (1995)",533
1111,C'est arrivé près de chez vous (1992),533
1460,To Be or Not to Be (1942),533
1492,"Secret Agent, The (1996)",533
304,Foreign Correspondent (1940),533
1344,Beat the Devil (1954),533
1639,Spirits of the Dead (Tre passi nel delirio) (1968),533
1677,Mamma Roma (1962),533
502,Dead Man Walking (1995),534
503,Sleeper (1973),534
88,Monty Python's Life of Brian (1979),534
195,Pink Floyd - The Wall (1982),534
630,As Good As It Gets (1997),534
920,"Apartment, The (1960)",534
923,Bananas (1971),534
230,"Great Escape, The (1963)",534
818,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",534
466,"Fast, Cheap & Out of Control (1997)",534
249,Desperado (1995),535
984,Robert A. Heinlein's The Puppet Masters (1994),535
499,True Romance (1993),535
579,Bastard Out of Carolina (1996),535
490,City Hall (1996),535
703,What's Love Got to Do with It (1993),535
1540,Blue Chips (1994),535
119,My Family (1995),535
152,Ghost in the Shell (Kokaku kidotai) (1995),535
1356,Moonlight and Valentino (1995),535
665,Cold Comfort Farm (1995),536
311,Aliens (1986),536
256,Alien (1979),536
43,Cop Land (1997),536
4,Jackie Brown (1997),536
110,My Fair Lady (1964),536
1063,Persuasion (1995),536
237,"Addiction, The (1995)",536
1385,Kim (1950),536
1597,"New Age, The (1994)",536
936,Mr. Smith Goes to Washington (1939),537
905,Around the World in 80 Days (1956),537
1168,For Whom the Bell Tolls (1943),537
319,It Happened One Night (1934),537
795,"39 Steps, The (1935)",537
436,High Noon (1952),537
238,Singin' in the Rain (1952),537
1410,Crossfire (1947),537
951,Penny Serenade (1941),537
304,Foreign Correspondent (1940),537
361,Psycho (1960),538
500,Smoke (1995),538
581,"Great Dictator, The (1940)",538
795,"39 Steps, The (1935)",538
535,"Thin Blue Line, The (1988)",538
271,Once Upon a Time in America (1984),538
939,Touch of Evil (1958),538
1072,Top Hat (1935),538
653,Dingo (1992),538
1677,Mamma Roma (1962),538
209,Twelve Monkeys (1995),539
502,Dead Man Walking (1995),539
49,Fargo (1996),539
30,Chasing Amy (1997),539
305,"Fifth Element, The (1997)",539
522,Shall We Dance? (1996),539
648,"Pillow Book, The (1995)",539
177,My Best Friend's Wedding (1997),539
695,Leaving Las Vegas (1995),539
840,Inventing the Abbotts (1997),539
330,Three Colors: Blue (1993),540
482,Henry V (1989),540
690,Cyrano de Bergerac (1990),540
1017,Spice World (1997),540
1150,"Great Day in Harlem, A (1994)",540
1033,Power 98 (1995),540
1388,"Bloody Child, The (1996)",540
1249,Paris Was a Woman (1995),540
650,Crows and Sparrows (1949),540
1412,Raw Deal (1948),540
130,Good Will Hunting (1997),541
579,Bastard Out of Carolina (1996),541
454,East of Eden (1955),541
271,Once Upon a Time in America (1984),541
1026,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",541
1250,Faces (1968),541
1241,Meet John Doe (1941),541
202,Pollyanna (1960),541
636,Hearts and Minds (1996),541
1003,Cobb (1994),541
920,"Apartment, The (1960)",542
174,Casablanca (1942),542
241,"Maltese Falcon, The (1941)",542
896,Notorious (1946),542
225,"Streetcar Named Desire, A (1951)",542
538,Lawrence of Arabia (1962),542
108,Annie Hall (1977),542
750,"Big Sleep, The (1946)",542
673,Paths of Glory (1957),542
496,Chinatown (1974),542
147,GoldenEye (1995),543
408,Braveheart (1995),543
239,"Shawshank Redemption, The (1994)",543
456,Top Gun (1986),543
356,GoodFellas (1990),543
179,Groundhog Day (1993),543
329,Raising Arizona (1987),543
200,Schindler's List (1993),543
240,One Flew Over the Cuckoo's Nest (1975),543
368,Die Hard: With a Vengeance (1995),543
140,"Rock, The (1996)",544
577,"Ghost and the Darkness, The (1996)",544
277,"Wrong Trousers, The (1993)",544
347,Indiana Jones and the Last Crusade (1989),544
195,Pink Floyd - The Wall (1982),544
114,True Lies (1994),544
82,Batman (1989),544
354,Highlander (1986),544
120,Courage Under Fire (1996),544
201,Speed (1994),544
337,Ed Wood (1994),545
473,"Madness of King George, The (1994)",545
235,Nikita (La Femme Nikita) (1990),545
342,M*A*S*H (1970),545
5,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),545
355,Trainspotting (1996),545
538,Lawrence of Arabia (1962),545
81,Miller's Crossing (1990),545
294,"Cook the Thief His Wife & Her Lover, The (1989)",545
587,"Sex, Lies, and Videotape (1989)",545
94,Taxi Driver (1976),546
577,"Ghost and the Darkness, The (1996)",546
649,Harold and Maude (1971),546
258,Duck Soup (1933),546
458,Star Trek: The Motion Picture (1979),546
628,Star Trek V: The Final Frontier (1989),546
475,Rebel Without a Cause (1955),546
888,"Deer Hunter, The (1978)",546
561,Cool Hand Luke (1967),546
973,Rob Roy (1995),546
1079,Spellbound (1945),547
384,Laura (1944),547
535,"Thin Blue Line, The (1988)",547
950,Eve's Bayou (1997),547
1098,"Big Lebowski, The (1998)",547
508,Raise the Red Lantern (1991),547
779,"Double vie de Véronique, La (Double Life of Veronique, The) (1991)",547
914,Gaslight (1944),547
127,Blue Sky (1994),547
1535,All Things Fair (1996),547
188,Richard III (1995),548
534,Welcome to the Dollhouse (1995),548
400,Michael Collins (1996),548
588,Georgia (1995),548
1407,In the Realm of the Senses (Ai no corrida) (1976),548
1094,Bitter Moon (1992),548
1331,Two Deaths (1995),548
788,"Convent, The (Convento, O) (1995)",548
653,Dingo (1992),548
1605,King of New York (1990),548
491,"Full Monty, The (1997)",549
360,Evita (1996),549
243,Ulee's Gold (1997),549
380,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",549
681,Midnight in the Garden of Good and Evil (1997),549
251,Mother (1996),549
440,Sophie's Choice (1982),549
115,Amistad (1997),549
261,Tomorrow Never Dies (1997),549
1413,Frankie Starlight (1995),549
730,Raging Bull (1980),550
454,East of Eden (1955),550
687,Cat on a Hot Tin Roof (1958),550
888,"Deer Hunter, The (1978)",550
754,"Killing Fields, The (1984)",550
753,"Man Who Would Be King, The (1975)",550
505,"Wild Bunch, The (1969)",550
440,Sophie's Choice (1982),550
697,Ran (1985),550
436,High Noon (1952),550
217,Blade Runner (1982),551
102,Terminator 2: Judgment Day (1991),551
22,Die Hard (1988),551
311,Aliens (1986),551
256,Alien (1979),551
34,"Sting, The (1973)",551
112,"Terminator, The (1984)",551
347,Indiana Jones and the Last Crusade (1989),551
240,One Flew Over the Cuckoo's Nest (1975),551
622,Butch Cassidy and the Sundance Kid (1969),551
814,Event Horizon (1997),552
4,Jackie Brown (1997),552
609,Sphere (1998),552
883,Wes Craven's New Nightmare (1994),552
839,"Replacement Killers, The (1998)",552
558,"Believers, The (1987)",552
1129,Nil By Mouth (1997),552
1372,Cyclo (1995),552
1333,Safe Passage (1994),552
1579,Entertaining Angels: The Dorothy Day Story (1996),552
390,Quiz Show (1994),553
936,Mr. Smith Goes to Washington (1939),553
356,GoodFellas (1990),553
506,Unforgiven (1992),553
186,"Philadelphia Story, The (1940)",553
110,My Fair Lady (1964),553
729,His Girl Friday (1940),553
91,"African Queen, The (1951)",553
550,Being There (1979),553
238,Singin' in the Rain (1952),553
110,My Fair Lady (1964),554
784,"Great Race, The (1965)",554
1028,"Christmas Carol, A (1938)",554
989,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",554
1066,Go Fish (1994),554
1363,Bad Company (1995),554
1253,Little Lord Fauntleroy (1936),554
1532,The Deadly Cure (1996),554
1387,Picture Bride (1995),554
1619,"Saint of Fort Washington, The (1993)",554
94,Taxi Driver (1976),555
942,Eat Drink Man Woman (1994),555
574,Three Colors: Red (1994),555
730,Raging Bull (1980),555
93,This Is Spinal Tap (1984),555
289,"English Patient, The (1996)",555
754,"Killing Fields, The (1984)",555
401,"Grifters, The (1990)",555
508,Raise the Red Lantern (1991),555
1111,C'est arrivé près de chez vous (1992),555
599,Manhattan (1979),556
1541,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",556
1374,"Sexual Life of the Belgians, The (1994)",556
1350,"Forbidden Christ, The (Cristo proibito, Il) (1950)",556
1355,Angel and the Badman (1947),556
1543,"Enfer, L' (1994)",556
1550,"Beans of Egypt, Maine, The (1994)",556
1481,Aparajito (1956),556
1518,Death in Brunswick (1991),556
1520,"Cérémonie, La (1995)",556
1196,Citizen Ruth (1996),557
30,Chasing Amy (1997),557
327,Once Upon a Time... When We Were Colored (1995),557
1219,Hard Eight (1996),557
1559,A Chef in Love (1996),557
1242,"Very Natural Thing, A (1974)",557
1291,"Walk in the Sun, A (1945)",557
1438,Suture (1993),557
1480,Dream With the Fishes (1997),557
1579,Entertaining Angels: The Dorothy Day Story (1996),557
1059,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),558
1022,Ridicule (1996),558
522,Shall We Dance? (1996),558
780,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",558
1071,Ruby in Paradise (1993),558
1264,"Star Maker, The (Uomo delle stelle, L') (1995)",558
1252,"Fille seule, La (A Single Girl) (1995)",558
1053,"Ballad of Narayama, The (Narayama Bushiko) (1958)",558
1255,Pather Panchali (1955),558
1428,"World of Apu, The (Apur Sansar) (1959)",558
262,"Unbearable Lightness of Being, The (1988)",559
509,"Secret of Roan Inish, The (1994)",559
428,Bringing Up Baby (1938),559
541,"Third Man, The (1949)",559
524,"Misérables, Les (1995)",559
603,"Blue Angel, The (Blaue Engel, Der) (1930)",559
697,Ran (1985),559
939,Touch of Evil (1958),559
1089,Angus (1995),559
1560,Nénette et Boni (1996),559
775,"Doom Generation, The (1995)",560
927,Nadja (1994),560
1145,"Ice Storm, The (1997)",560
1226,Carried Away (1996),560
1286,1-900 (1994),560
1239,Faust (1994),560
1390,Prisoner of the Mountains (Kavkazsky Plennik) (1996),560
1523,"Object of My Affection, The (1998)",560
1643,Condition Red (1995),560
1570,"Truth or Consequences, N.M. (1997)",560
24,Toy Story (1995),561
209,Twelve Monkeys (1995),561
49,Fargo (1996),561
161,"Empire Strikes Back, The (1980)",561
101,Raiders of the Lost Ark (1981),561
347,Indiana Jones and the Last Crusade (1989),561
12,Star Trek: First Contact (1996),561
77,Jerry Maguire (1996),561
136,Mission: Impossible (1996),561
364,Ransom (1996),561
471,Apollo 13 (1995),562
357,Star Wars (1977),562
156,"Fugitive, The (1993)",562
217,Blade Runner (1982),562
321,"Princess Bride, The (1987)",562
307,"Blues Brothers, The (1980)",562
93,This Is Spinal Tap (1984),562
347,Indiana Jones and the Last Crusade (1989),562
342,M*A*S*H (1970),562
479,Heathers (1989),562
1233,"White Balloon, The (1995)",563
687,Cat on a Hot Tin Roof (1958),563
923,Bananas (1971),563
362,Tin Men (1987),563
980,Thirty-Two Short Films About Glenn Gould (1993),563
1352,"Designated Mourner, The (1997)",563
1275,"Search for One-eye Jimmy, The (1996)",563
1236,Reckless (1995),563
1562,Someone Else's America (1995),563
1571,Some Mother's Son (1996),563
936,Mr. Smith Goes to Washington (1939),564
0,Kolya (1996),564
505,"Wild Bunch, The (1969)",564
300,Lost Horizon (1937),564
1241,Meet John Doe (1941),564
680,Ma vie en rose (My Life in Pink) (1997),564
1310,Late Bloomers (1996),564
1285,Gabbeh (1996),564
1643,Condition Red (1995),564
1579,Entertaining Angels: The Dorothy Day Story (1996),564
292,Akira (1988),565
326,Dial M for Murder (1954),565
592,Local Hero (1983),565
81,Miller's Crossing (1990),565
1111,C'est arrivé près de chez vous (1992),565
882,Walkabout (1971),565
1394,Midnight Dancers (Sibak) (1994),565
1583,Harlem (1993),565
1412,Raw Deal (1948),565
1425,"Good Man in Africa, A (1994)",565
125,Vertigo (1958),566
241,"Maltese Falcon, The (1941)",566
454,East of Eden (1955),566
750,"Big Sleep, The (1946)",566
754,"Killing Fields, The (1984)",566
753,"Man Who Would Be King, The (1975)",566
319,It Happened One Night (1934),566
496,Chinatown (1974),566
436,High Noon (1952),566
1313,"Wonderful, Horrible Life of Leni Riefenstahl, The (1993)",566
480,Snow White and the Seven Dwarfs (1937),567
433,Beauty and the Beast (1991),567
692,Bride of Frankenstein (1935),567
202,Pollyanna (1960),567
816,Winnie the Pooh and the Blustery Day (1968),567
1432,Lassie (1994),567
398,"Line King: Al Hirschfeld, The (1996)",567
1675,Getting Away With Murder (1996),567
1593,Small Faces (1995),567
1597,"New Age, The (1994)",567
917,Theodore Rex (1995),568
579,Bastard Out of Carolina (1996),568
735,Short Cuts (1993),568
228,"Fan, The (1996)",568
980,Thirty-Two Short Films About Glenn Gould (1993),568
677,Six Degrees of Separation (1993),568
882,Walkabout (1971),568
1531,Above the Rim (1994),568
1255,Pather Panchali (1955),568
1539,Nina Takes a Lover (1994),568
106,Muppet Treasure Island (1996),569
277,"Wrong Trousers, The (1993)",569
874,Wyatt Earp (1994),569
340,"Hunchback of Notre Dame, The (1996)",569
488,Arsenic and Old Lace (1944),569
207,Real Genius (1985),569
935,Hercules (1997),569
1122,Geronimo: An American Legend (1993),569
605,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),569
1532,The Deadly Cure (1996),569
185,12 Angry Men (1957),570
273,"Graduate, The (1967)",570
600,Emma (1996),570
174,Casablanca (1942),570
795,"39 Steps, The (1935)",570
488,Arsenic and Old Lace (1944),570
1063,Persuasion (1995),570
238,Singin' in the Rain (1952),570
625,"Gay Divorcee, The (1934)",570
1287,"Innocents, The (1961)",570
1324,Brother Minister: The Assassination of Malcolm X (1994),571
1006,Kids in the Hall: Brain Candy (1996),571
224,Unhook the Stars (1996),571
371,Swingers (1996),571
236,"Grand Day Out, A (1992)",571
30,Chasing Amy (1997),571
41,"Trigger Effect, The (1996)",571
689,"Pallbearer, The (1996)",571
1539,Nina Takes a Lover (1994),571
1618,Temptress Moon (Feng Yue) (1996),571
1059,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),572
133,"Postino, Il (1994)",572
1069,Antonia's Line (1995),572
148,Big Night (1996),572
786,Man of the Year (1995),572
489,"Flower of My Secret, The (Flor de mi secreto, La) (1995)",572
1375,Paradise Road (1997),572
1534,Wild Reeds (1994),572
1528,Losing Chase (1996),572
1618,Temptress Moon (Feng Yue) (1996),572
562,Microcosmos: Le peuple de l'herbe (1996),573
1460,To Be or Not to Be (1942),573
958,Walking and Talking (1996),573
782,Manny & Lo (1996),573
1419,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)",573
605,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),573
398,"Line King: Al Hirschfeld, The (1996)",573
1535,All Things Fair (1996),573
1675,Getting Away With Murder (1996),573
1593,Small Faces (1995),573
917,Theodore Rex (1995),574
717,Ace Ventura: When Nature Calls (1995),574
1240,Beverly Hills Cop III (1994),574
649,Harold and Maude (1971),574
548,Exit to Eden (1994),574
1110,Airheads (1994),574
1432,Lassie (1994),574
1242,"Very Natural Thing, A (1974)",574
1291,"Walk in the Sun, A (1945)",574
1041,"Jerky Boys, The (1994)",574
1444,"Big Bang Theory, The (1994)",575
1274,"Other Voices, Other Rooms (1997)",575
1436,Star Kid (1997),575
1637,Men of Means (1998),575
1340,I Don't Want to Talk About It (De eso no se habla) (1993),575
1561,"Leading Man, The (1996)",575
1465,Hugo Pool (1997),575
1547,Hush (1998),575
1660,Nightwatch (1997),575
1644,Mat' i syn (1997),575
284,Bob Roberts (1992),576
794,Better Off Dead... (1985),576
255,Afterglow (1997),576
1124,"Newton Boys, The (1998)",576
90,Backbeat (1993),576
1242,"Very Natural Thing, A (1974)",576
1291,"Walk in the Sun, A (1945)",576
1501,Witness (1985),576
1656,He Walked by Night (1948),576
1628,Mirage (1995),576
1211,Exotica (1994),577
697,Ran (1985),577
392,"Last Supper, The (1995)",577
285,Dazed and Confused (1993),577
457,Living in Oblivion (1995),577
1401,Alphaville (1965),577
1252,"Fille seule, La (A Single Girl) (1995)",577
1055,Switchblade Sisters (1975),577
1379,"Contempt (Mépris, Le) (1963)",577
1286,1-900 (1994),577
16,"Age of Innocence, The (1993)",578
284,Bob Roberts (1992),578
78,North by Northwest (1959),578
241,"Maltese Falcon, The (1941)",578
326,Dial M for Murder (1954),578
541,"Third Man, The (1949)",578
697,Ran (1985),578
496,Chinatown (1974),578
660,"Manchurian Candidate, The (1962)",578
1351,"Outlaw, The (1943)",578
86,"Birdcage, The (1996)",579
444,Supercop (1992),579
531,Dragonheart (1996),579
931,Immortal Beloved (1994),579
1036,"Arrival, The (1996)",579
704,"Phantom, The (1996)",579
302,That Thing You Do! (1996),579
445,Michael (1996),579
1395,Duoluo tianshi (1995),579
1556,"Reluctant Debutante, The (1958)",579
1135,Maya Lin: A Strong Clear Vision (1994),580
145,"Good, The Bad and The Ugly, The (1966)",580
694,Some Like It Hot (1959),580
230,"Great Escape, The (1963)",580
1028,"Christmas Carol, A (1938)",580
496,Chinatown (1974),580
617,Body Snatchers (1993),580
703,What's Love Got to Do with It (1993),580
1355,Angel and the Badman (1947),580
1672,Everest (1998),580
94,Taxi Driver (1976),581
574,Three Colors: Red (1994),581
330,Three Colors: Blue (1993),581
169,Three Colors: White (1994),581
351,Reservoir Dogs (1992),581
199,Delicatessen (1991),581
730,Raging Bull (1980),581
1175,"Funeral, The (1996)",581
341,Naked (1993),581
1401,Alphaville (1965),581
260,Citizen Kane (1941),582
856,Cinema Paradiso (1988),582
571,Apocalypse Now (1979),582
299,Like Water For Chocolate (Como agua para chocolate) (1992),582
125,Vertigo (1958),582
460,My Left Foot (1989),582
315,"Crying Game, The (1992)",582
1124,"Newton Boys, The (1998)",582
1201,Margaret's Museum (1995),582
1579,Entertaining Angels: The Dorothy Day Story (1996),582
599,Manhattan (1979),583
295,Down by Law (1986),583
1108,"Paris, Texas (1984)",583
786,Man of the Year (1995),583
1367,Frisk (1995),583
1492,"Secret Agent, The (1996)",583
1093,Talking About Sex (1994),583
1588,"Gate of Heavenly Peace, The (1995)",583
1656,He Walked by Night (1948),583
1631,Sweet Nothing (1995),583
363,Home Alone (1990),584
56,"Sound of Music, The (1965)",584
351,Reservoir Dogs (1992),584
150,"Abyss, The (1989)",584
307,"Blues Brothers, The (1980)",584
113,"Shining, The (1980)",584
146,Batman Returns (1992),584
99,It's a Wonderful Life (1946),584
137,Bonnie and Clyde (1967),584
629,Glory (1989),584
1648,Shadows (Cienie) (1988),585
1584,The Courtyard (1995),585
1335,Tigrero: A Film That Was Never Made (1994),585
1655,To Cross the Rubicon (1991),585
1342,Daens (1992),585
1476,Touki Bouki (Journey of the Hyena) (1973),585
1484,"I, Worst of All (Yo, la peor de todas) (1990)",585
1488,Baton Rouge (1988),585
1298,T-Men (1947),585
1545,"Invitation, The (Zaproszenie) (1986)",585
942,Eat Drink Man Woman (1994),586
243,Ulee's Gold (1997),586
744,Oscar & Lucinda (1997),586
1444,"Big Bang Theory, The (1994)",586
1274,"Other Voices, Other Rooms (1997)",586
1637,Men of Means (1998),586
1556,"Reluctant Debutante, The (1958)",586
1547,Hush (1998),586
1660,Nightwatch (1997),586
1659,"Further Gesture, A (1996)",586
330,Three Colors: Blue (1993),587
690,Cyrano de Bergerac (1990),587
262,"Unbearable Lightness of Being, The (1988)",587
299,Like Water For Chocolate (Como agua para chocolate) (1992),587
1291,"Walk in the Sun, A (1945)",587
1539,Nina Takes a Lover (1994),587
1624,"Paris, France (1993)",587
1579,Entertaining Angels: The Dorothy Day Story (1996),587
1627,Kika (1993),587
1667,You So Crazy (1994),587
273,"Graduate, The (1967)",588
623,Sling Blade (1996),588
111,In the Name of the Father (1993),588
138,Red Rock West (1992),588
333,Shine (1996),588
669,"Piano, The (1993)",588
1097,Once Upon a Time in the West (1969),588
1047,M (1931),588
323,To Die For (1995),588
1180,Nobody's Fool (1994),588
132,Roommates (1995),589
1098,"Big Lebowski, The (1998)",589
1148,Little Big League (1994),589
393,"Evening Star, The (1996)",589
119,My Family (1995),589
1493,"Letter From Death Row, A (1998)",589
787,Amos & Andrew (1993),589
1430,"Man in the Iron Mask, The (1998)",589
1597,"New Age, The (1994)",589
1628,Mirage (1995),589
902,"Daytrippers, The (1996)",590
1145,"Ice Storm, The (1997)",590
1343,Welcome To Sarajevo (1997),590
1454,Nelly & Monsieur Arnaud (1995),590
1575,Lamerica (1994),590
1641,"Slingshot, The (1993)",590
1571,Some Mother's Son (1996),590
1675,Getting Away With Murder (1996),590
1593,Small Faces (1995),590
1677,Mamma Roma (1962),590
521,Operation Dumbo Drop (1995),591
374,"Bridges of Madison County, The (1995)",591
514,"Very Brady Sequel, A (1996)",591
276,Strictly Ballroom (1992),591
396,With Honors (1994),591
1446,In the Army Now (1994),591
1276,Princess Caraboo (1994),591
1282,Stripes (1981),591
1185,I'll Do Anything (1994),591
1677,Mamma Roma (1962),591
554,"Wedding Singer, The (1998)",592
651,Sudden Death (1995),592
952,City of Angels (1998),592
1386,National Lampoon's Senior Trip (1995),592
988,Delta of Venus (1994),592
1242,"Very Natural Thing, A (1974)",592
1291,"Walk in the Sun, A (1945)",592
1583,Harlem (1993),592
1507,"Wedding Gift, The (1994)",592
1677,Mamma Roma (1962),592
448,So Dear to My Heart (1949),593
535,"Thin Blue Line, The (1988)",593
1337,Blood Beach (1981),593
463,What Happened Was... (1994),593
897,Bread and Chocolate (Pane e cioccolata) (1973),593
1507,"Wedding Gift, The (1994)",593
1643,Condition Red (1995),593
1582,Shopping (1994),593
1590,Bitter Sugar (Azucar Amargo) (1996),593
1677,Mamma Roma (1962),593
73,Grosse Pointe Blank (1997),594
157,Contact (1997),594
261,Tomorrow Never Dies (1997),594
457,Living in Oblivion (1995),594
661,When We Were Kings (1996),594
1199,Mina Tannenbaum (1994),594
1438,Suture (1993),594
1582,Shopping (1994),594
1503,Nemesis 2: Nebula (1995),594
1556,"Reluctant Debutante, The (1958)",594
1441,Century (1993),595
1399,Golden Earrings (1947),595
1580,Lady of Burlesque (1943),595
1505,Angel on My Shoulder (1946),595
1351,"Outlaw, The (1943)",595
1300,Love Is All There Is (1996),595
1326,"Damsel in Distress, A (1937)",595
1671,Sleepover (1995),595
1508,Here Comes Cookie (1935),595
1455,"Cure, The (1995)",595
796,Heavy Metal (1981),596
612,Wallace & Gromit: The Best of Aardman Animation (1996),596
277,"Wrong Trousers, The (1993)",596
195,Pink Floyd - The Wall (1982),596
289,"English Patient, The (1996)",596
1020,Forbidden Planet (1956),596
508,Raise the Red Lantern (1991),596
699,8 1/2 (1963),596
897,Bread and Chocolate (Pane e cioccolata) (1973),596
1414,Cosi (1996),596
921,Kama Sutra: A Tale of Love (1996),597
1648,Shadows (Cienie) (1988),597
1393,Yankee Zulu (1994),597
1511,Hostile Intentions (1994),597
1396,"Eye of Vichy, The (Oeil de Vichy, L') (1993)",597
1655,To Cross the Rubicon (1991),597
1521,"Hungarian Fairy Tale, A (1987)",597
1488,Baton Rouge (1988),597
1545,"Invitation, The (Zaproszenie) (1986)",597
1470,Terror in a Texas Town (1958),597
351,Reservoir Dogs (1992),598
199,Delicatessen (1991),598
1354,"Queen Margot (Reine Margot, La) (1994)",598
760,"Ruling Class, The (1972)",598
1001,Unzipped (1995),598
1235,Hear My Song (1991),598
779,"Double vie de Véronique, La (Double Life of Veronique, The) (1991)",598
699,8 1/2 (1963),598
1378,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",598
1053,"Ballad of Narayama, The (Narayama Bushiko) (1958)",598
936,Mr. Smith Goes to Washington (1939),599
725,Patton (1970),599
186,"Philadelphia Story, The (1940)",599
694,Some Like It Hot (1959),599
137,Bonnie and Clyde (1967),599
225,"Streetcar Named Desire, A (1951)",599
58,"Boot, Das (1981)",599
230,"Great Escape, The (1963)",599
436,High Noon (1952),599
238,Singin' in the Rain (1952),599
198,Mystery Science Theater 3000: The Movie (1996),600
382,Austin Powers: International Man of Mystery (1997),600
350,"Lost World: Jurassic Park, The (1997)",600
921,Kama Sutra: A Tale of Love (1996),600
340,"Hunchback of Notre Dame, The (1996)",600
935,Hercules (1997),600
1198,Albino Alligator (1996),600
1014,Spanking the Monkey (1994),600
1045,"Van, The (1996)",600
1189,Gone Fishin' (1997),600
389,Babe (1995),601
936,Mr. Smith Goes to Washington (1939),601
518,William Shakespeare's Romeo and Juliet (1996),601
110,My Fair Lady (1964),601
657,Gandhi (1982),601
1079,Spellbound (1945),601
818,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",601
1001,Unzipped (1995),601
987,Mrs. Parker and the Vicious Circle (1994),601
1562,Someone Else's America (1995),601
527,Natural Born Killers (1994),602
796,Heavy Metal (1981),602
482,Henry V (1989),602
32,"Right Stuff, The (1983)",602
338,Bram Stoker's Dracula (1992),602
354,Highlander (1986),602
299,Like Water For Chocolate (Como agua para chocolate) (1992),602
99,It's a Wonderful Life (1946),602
669,"Piano, The (1993)",602
586,Bullets Over Broadway (1994),602
314,"American Werewolf in London, An (1981)",603
493,Amityville II: The Possession (1982),603
1040,"Blob, The (1958)",603
602,Body Snatchers (1993),603
878,Hellraiser: Bloodline (1996),603
1079,Spellbound (1945),603
655,Cat People (1982),603
1374,"Sexual Life of the Belgians, The (1994)",603
1550,"Beans of Egypt, Maine, The (1994)",603
1518,Death in Brunswick (1991),603
611,Sunset Blvd. (1950),604
723,"Thin Man, The (1934)",604
692,Bride of Frankenstein (1935),604
968,Miami Rhapsody (1995),604
1250,Faces (1968),604
708,"Murder, My Sweet (1944)",604
1253,Little Lord Fauntleroy (1936),604
1410,Crossfire (1947),604
711,Poison Ivy II (1995),604
304,Foreign Correspondent (1940),604
358,Powder (1995),605
1095,"Apple Dumpling Gang, The (1975)",605
424,"Parent Trap, The (1961)",605
485,Roman Holiday (1953),605
1311,Police Story 4: Project S (Chao ji ji hua) (1993),605
1475,Fire on the Mountain (1996),605
412,Andre (1994),605
1454,Nelly & Monsieur Arnaud (1995),605
1507,"Wedding Gift, The (1994)",605
1517,"Amazing Panda Adventure, The (1995)",605
284,Bob Roberts (1992),606
500,Smoke (1995),606
541,"Third Man, The (1949)",606
81,Miller's Crossing (1990),606
1079,Spellbound (1945),606
384,Laura (1944),606
603,"Blue Angel, The (Blaue Engel, Der) (1930)",606
1115,"Old Man and the Sea, The (1958)",606
1451,Gilligan's Island: The Movie (1998),606
1676,Scream of Stone (Schrei aus Stein) (1991),606
1316,Kansas City (1996),607
505,"Wild Bunch, The (1969)",607
271,Once Upon a Time in America (1984),607
1250,Faces (1968),607
